name, #cases, avgTAT, avgWT, avgRT, nCS
SJF,5,108.400002,62.000000,62.000000,4
RR,5,132.399994,86.000000,55.599998,7
DRRHA,5,113.000000,66.599998,54.200001,8
MDRRHA,5,112.800003,66.400002,54.000000,7
NDRRHA,5,108.400002,62.000000,62.000000,5
HRRNHA,5,108.400002,62.000000,62.000000,5
SJF,6,117.599998,68.199997,68.199997,4
RR,6,141.600006,92.199997,59.000000,7
DRRHA,6,123.000000,73.599998,59.599998,8
MDRRHA,6,124.599998,75.199997,61.200001,7
NDRRHA,6,122.599998,73.199997,58.400002,6
HRRNHA,6,117.599998,68.199997,68.199997,5
SJF,7,87.500000,35.750000,35.750000,3
RR,7,107.500000,55.750000,29.000000,6
DRRHA,7,87.500000,35.750000,35.750000,6
MDRRHA,7,87.500000,35.750000,35.750000,4
NDRRHA,7,87.500000,35.750000,35.750000,5
HRRNHA,7,95.500000,43.750000,36.250000,5
